/home/oliver/anaconda3/envs/pytorch/bin/python /home/oliver/PycharmProjects/StereoNet/pretrain-sceneflow/sceneflow-pretrain.py
-- model using stereonet --
-- no checkpoint --
Number of model parameters: 424610
This is 0-th epoch
learning rate : 0.001000
/home/oliver/anaconda3/envs/pytorch/lib/python3.7/site-packages/torch/nn/_reduction.py:49: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
Iter 1620 training loss = 2.975 , time = 0.44
Iter 1640 training loss = 3.211 , time = 0.44
Iter 1660 training loss = 5.111 , time = 0.44
Iter 1680 training loss = 2.665 , time = 0.44
Iter 1700 training loss = 4.252 , time = 0.44
Iter 1720 training loss = 2.890 , time = 0.44
Iter 1740 training loss = 2.847 , time = 0.44
Iter 1760 training loss = 3.867 , time = 0.44
Iter 1780 training loss = 3.782 , time = 0.44
Iter 1800 training loss = 4.717 , time = 0.44
Iter 1820 training loss = 4.568 , time = 0.44
Iter 1840 training loss = 3.478 , time = 0.44
Iter 1860 training loss = 3.768 , time = 0.44
Iter 1880 training loss = 3.802 , time = 0.45
Iter 1900 training loss = 3.462 , time = 0.44
Iter 1920 training loss = 3.690 , time = 0.44
Iter 1940 training loss = 2.685 , time = 0.44
Iter 1960 training loss = 4.884 , time = 0.44
Iter 1980 training loss = 4.166 , time = 0.44
Iter 2000 training loss = 4.227 , time = 0.44
Iter 2020 training loss = 4.781 , time = 0.44
Iter 2040 training loss = 4.161 , time = 0.44
Iter 2060 training loss = 4.091 , time = 0.44
Iter 2080 training loss = 3.641 , time = 0.44
Iter 2100 training loss = 4.209 , time = 0.44
Iter 2120 training loss = 4.319 , time = 0.44
Iter 2140 training loss = 3.650 , time = 0.44
Iter 2160 training loss = 3.471 , time = 0.44
Iter 2180 training loss = 2.163 , time = 0.44
Iter 2200 training loss = 3.834 , time = 0.44
epoch 20 total training loss = 4.037
This is 21-th epoch
learning rate : 0.000109
Iter 0 training loss = 3.913 , time = 0.48
Iter 20 training loss = 3.829 , time = 0.44
Iter 40 training loss = 2.784 , time = 0.44
Iter 60 training loss = 3.765 , time = 0.44
Iter 80 training loss = 3.777 , time = 0.44
Iter 100 training loss = 3.291 , time = 0.44
Iter 120 training loss = 4.263 , time = 0.44
Iter 140 training loss = 5.903 , time = 0.44
Iter 160 training loss = 3.301 , time = 0.44
Iter 180 training loss = 3.746 , time = 0.44
Iter 200 training loss = 3.727 , time = 0.44
Iter 220 training loss = 3.941 , time = 0.44
Iter 240 training loss = 4.884 , time = 0.44
Iter 260 training loss = 3.539 , time = 0.44
Iter 280 training loss = 4.363 , time = 0.44
Iter 300 training loss = 4.831 , time = 0.44
Iter 320 training loss = 2.767 , time = 0.44
Iter 340 training loss = 3.843 , time = 0.44
Iter 360 training loss = 3.982 , time = 0.44
Iter 380 training loss = 4.677 , time = 0.44
Iter 400 training loss = 3.668 , time = 0.44
Iter 420 training loss = 4.304 , time = 0.44
Iter 440 training loss = 4.230 , time = 0.44
Iter 460 training loss = 3.803 , time = 0.44
Iter 480 training loss = 3.327 , time = 0.44
Iter 500 training loss = 2.266 , time = 0.44
Iter 520 training loss = 6.042 , time = 0.44
Iter 540 training loss = 4.194 , time = 0.44
Iter 560 training loss = 4.808 , time = 0.44
Iter 580 training loss = 4.725 , time = 0.44
Iter 600 training loss = 5.113 , time = 0.44
Iter 620 training loss = 3.175 , time = 0.44
Iter 640 training loss = 2.757 , time = 0.44
Iter 660 training loss = 4.270 , time = 0.44
Iter 680 training loss = 4.714 , time = 0.44
Iter 700 training loss = 4.151 , time = 0.44
Iter 720 training loss = 4.604 , time = 0.44
Iter 740 training loss = 4.730 , time = 0.44
Iter 760 training loss = 3.884 , time = 0.44
Iter 780 training loss = 4.176 , time = 0.44
Iter 800 training loss = 3.275 , time = 0.44
Iter 820 training loss = 2.787 , time = 0.44
Iter 840 training loss = 4.412 , time = 0.44
Iter 860 training loss = 4.372 , time = 0.44
Iter 880 training loss = 4.989 , time = 0.44
Iter 900 training loss = 2.850 , time = 0.44
Iter 920 training loss = 4.230 , time = 0.44
Iter 940 training loss = 3.218 , time = 0.44
Iter 960 training loss = 3.189 , time = 0.44
Iter 980 training loss = 2.777 , time = 0.44
Iter 1000 training loss = 4.926 , time = 0.44
Iter 1020 training loss = 2.990 , time = 0.44
Iter 1040 training loss = 3.389 , time = 0.44
Iter 1060 training loss = 5.178 , time = 0.44
Iter 1080 training loss = 3.834 , time = 0.44
Iter 1100 training loss = 5.057 , time = 0.44
Iter 1120 training loss = 3.844 , time = 0.44
Iter 1140 training loss = 3.567 , time = 0.45
Iter 1160 training loss = 3.095 , time = 0.44
Iter 1180 training loss = 4.385 , time = 0.44
Iter 1200 training loss = 3.954 , time = 0.44
Iter 1220 training loss = 4.105 , time = 0.44
Iter 1240 training loss = 4.080 , time = 0.44
Iter 1260 training loss = 4.410 , time = 0.44
Iter 1280 training loss = 4.731 , time = 0.44
Iter 1300 training loss = 2.727 , time = 0.44
Iter 1320 training loss = 4.521 , time = 0.44
Iter 1340 training loss = 3.508 , time = 0.44
Iter 1360 training loss = 3.805 , time = 0.44
Iter 1380 training loss = 2.844 , time = 0.44
Iter 1400 training loss = 2.595 , time = 0.44
Iter 1420 training loss = 4.132 , time = 0.44
Iter 1440 training loss = 4.590 , time = 0.44
Iter 1460 training loss = 3.724 , time = 0.44
Iter 1480 training loss = 2.892 , time = 0.44
Iter 1500 training loss = 3.692 , time = 0.44
Iter 1520 training loss = 3.513 , time = 0.44
Iter 1540 training loss = 4.392 , time = 0.44
Iter 1560 training loss = 3.926 , time = 0.44
Iter 1580 training loss = 4.163 , time = 0.44
Iter 1600 training loss = 3.876 , time = 0.44
Iter 1620 training loss = 5.700 , time = 0.44
Iter 1640 training loss = 4.968 , time = 0.44
Iter 1660 training loss = 3.531 , time = 0.44
Iter 1680 training loss = 5.080 , time = 0.44
Iter 1700 training loss = 5.888 , time = 0.44
Iter 1720 training loss = 4.829 , time = 0.44
Iter 1740 training loss = 5.045 , time = 0.44
Iter 1760 training loss = 5.041 , time = 0.44
Iter 1780 training loss = 5.681 , time = 0.44
Iter 1800 training loss = 3.015 , time = 0.44
Iter 1820 training loss = 3.630 , time = 0.44
Iter 1840 training loss = 3.889 , time = 0.44
Iter 1860 training loss = 4.299 , time = 0.44
Iter 1880 training loss = 3.830 , time = 0.44
Iter 1900 training loss = 8.299 , time = 0.44
Iter 1920 training loss = 4.308 , time = 0.44
Iter 1940 training loss = 3.682 , time = 0.44
Iter 1960 training loss = 3.745 , time = 0.44
Iter 1980 training loss = 4.394 , time = 0.44
Iter 2000 training loss = 4.884 , time = 0.44
Iter 2020 training loss = 3.042 , time = 0.44
Iter 2040 training loss = 3.305 , time = 0.44
Iter 2060 training loss = 4.215 , time = 0.44
Iter 2080 training loss = 3.894 , time = 0.44
Iter 2100 training loss = 3.782 , time = 0.44
Iter 2120 training loss = 4.182 , time = 0.44
Iter 2140 training loss = 6.340 , time = 0.44
Iter 2160 training loss = 4.224 , time = 0.44
Iter 2180 training loss = 4.975 , time = 0.44
Iter 2200 training loss = 3.363 , time = 0.44
epoch 21 total training loss = 4.000
This is 22-th epoch
learning rate : 0.000098
Iter 0 training loss = 5.938 , time = 0.50
Iter 20 training loss = 3.696 , time = 0.44
Iter 40 training loss = 4.342 , time = 0.44
Iter 60 training loss = 3.928 , time = 0.44
Iter 80 training loss = 5.030 , time = 0.44
Iter 100 training loss = 3.969 , time = 0.44
Iter 120 training loss = 4.058 , time = 0.44
Iter 140 training loss = 3.861 , time = 0.44
Iter 160 training loss = 4.804 , time = 0.44
Iter 180 training loss = 3.263 , time = 0.44
Iter 200 training loss = 3.930 , time = 0.44
Iter 220 training loss = 4.146 , time = 0.44
Iter 240 training loss = 4.104 , time = 0.44
Iter 260 training loss = 4.219 , time = 0.44
Iter 280 training loss = 4.282 , time = 0.44
Iter 300 training loss = 4.908 , time = 0.44
Iter 320 training loss = 4.796 , time = 0.44
Iter 340 training loss = 4.234 , time = 0.44
Iter 360 training loss = 4.109 , time = 0.44
Iter 380 training loss = 3.747 , time = 0.44
Iter 400 training loss = 3.583 , time = 0.44
Iter 420 training loss = 3.847 , time = 0.44
Iter 440 training loss = 3.861 , time = 0.44
Iter 460 training loss = 4.233 , time = 0.44
Iter 480 training loss = 4.279 , time = 0.44
Iter 500 training loss = 2.367 , time = 0.44
Iter 520 training loss = 3.869 , time = 0.44
Iter 540 training loss = 3.528 , time = 0.44
Iter 560 training loss = 4.519 , time = 0.44
Iter 580 training loss = 3.278 , time = 0.44
Iter 600 training loss = 3.773 , time = 0.44
Iter 620 training loss = 2.750 , time = 0.44
Iter 640 training loss = 4.653 , time = 0.44
Iter 660 training loss = 3.957 , time = 0.44
Iter 680 training loss = 3.424 , time = 0.44
Iter 700 training loss = 3.853 , time = 0.44
Iter 720 training loss = 4.151 , time = 0.44
Iter 740 training loss = 3.415 , time = 0.44
Iter 760 training loss = 3.774 , time = 0.44
Iter 780 training loss = 3.180 , time = 0.44
Iter 800 training loss = 4.300 , time = 0.44
Iter 820 training loss = 3.990 , time = 0.44
Iter 840 training loss = 5.314 , time = 0.44
Iter 860 training loss = 4.445 , time = 0.44
Iter 880 training loss = 4.250 , time = 0.44
Iter 900 training loss = 4.234 , time = 0.44
Iter 920 training loss = 2.955 , time = 0.44
Iter 940 training loss = 3.377 , time = 0.44
Iter 960 training loss = 4.656 , time = 0.44
Iter 980 training loss = 4.770 , time = 0.44
Iter 1000 training loss = 3.097 , time = 0.44
Iter 1020 training loss = 4.637 , time = 0.44
Iter 1040 training loss = 3.914 , time = 0.44
Iter 1060 training loss = 4.360 , time = 0.44
Iter 1080 training loss = 3.595 , time = 0.44
Iter 1100 training loss = 4.373 , time = 0.44
Iter 1120 training loss = 3.825 , time = 0.44
Iter 1140 training loss = 4.615 , time = 0.44
Iter 1160 training loss = 3.182 , time = 0.44
Iter 1180 training loss = 3.997 , time = 0.44
Iter 1200 training loss = 2.714 , time = 0.44
Iter 1220 training loss = 4.926 , time = 0.44
Iter 1240 training loss = 3.683 , time = 0.44
Iter 1260 training loss = 4.819 , time = 0.44
Iter 1280 training loss = 5.109 , time = 0.44
Iter 1300 training loss = 4.478 , time = 0.44
Iter 1320 training loss = 4.286 , time = 0.44
Iter 1340 training loss = 4.669 , time = 0.44
Iter 1360 training loss = 4.668 , time = 0.44
Iter 1380 training loss = 3.978 , time = 0.44
Iter 1400 training loss = 2.500 , time = 0.44
Iter 1420 training loss = 4.576 , time = 0.44
Iter 1440 training loss = 3.824 , time = 0.44
Iter 1460 training loss = 4.195 , time = 0.44
Iter 1480 training loss = 2.800 , time = 0.44
Iter 1500 training loss = 5.298 , time = 0.44
Iter 1520 training loss = 4.690 , time = 0.44
Iter 1540 training loss = 3.169 , time = 0.44
Iter 1560 training loss = 3.047 , time = 0.44
Iter 1580 training loss = 6.491 , time = 0.44
Iter 1600 training loss = 6.957 , time = 0.45
Iter 1620 training loss = 4.028 , time = 0.44
Iter 1640 training loss = 3.247 , time = 0.44
Iter 1660 training loss = 4.176 , time = 0.44
Iter 1680 training loss = 4.129 , time = 0.44
Iter 1700 training loss = 6.235 , time = 0.44
Iter 1720 training loss = 5.861 , time = 0.44
Iter 1740 training loss = 3.697 , time = 0.44
Iter 1760 training loss = 4.100 , time = 0.44
Iter 1780 training loss = 6.994 , time = 0.44
Iter 1800 training loss = 5.267 , time = 0.44
Iter 1820 training loss = 2.854 , time = 0.44
Iter 1840 training loss = 3.549 , time = 0.44
Iter 1860 training loss = 4.108 , time = 0.44
Iter 1880 training loss = 5.115 , time = 0.44
Iter 1900 training loss = 3.532 , time = 0.44
Iter 1920 training loss = 4.390 , time = 0.44
Iter 1940 training loss = 5.039 , time = 0.44
Iter 1960 training loss = 3.938 , time = 0.44
Iter 1980 training loss = 4.332 , time = 0.44
Iter 2000 training loss = 5.116 , time = 0.44
Iter 2020 training loss = 3.631 , time = 0.44
Iter 2040 training loss = 4.401 , time = 0.44
Iter 2060 training loss = 5.771 , time = 0.44
Iter 2080 training loss = 4.191 , time = 0.44
Iter 2100 training loss = 5.230 , time = 0.44
Iter 2120 training loss = 3.312 , time = 0.44
Iter 2140 training loss = 3.638 , time = 0.44
Iter 2160 training loss = 4.565 , time = 0.44
Iter 2180 training loss = 4.466 , time = 0.44
Iter 2200 training loss = 5.461 , time = 0.44
epoch 22 total training loss = 3.956
full training time = 6.47 HR
Iter 0 EPE = 3.973
Iter 1 EPE = 6.671
Iter 2 EPE = 3.215
Iter 3 EPE = 3.015
Iter 4 EPE = 3.595
Iter 5 EPE = 3.092
Iter 6 EPE = 3.929
Iter 7 EPE = 2.922
Iter 8 EPE = 4.765
Iter 9 EPE = 2.986
Iter 10 EPE = 2.956
Iter 11 EPE = 3.791
Iter 12 EPE = 2.676
Iter 13 EPE = 3.464
Iter 14 EPE = 2.875
Iter 15 EPE = 1.856
Iter 16 EPE = 4.745
Iter 17 EPE = 3.074
Iter 18 EPE = 3.201
Iter 19 EPE = 5.078
Iter 20 EPE = 2.669
Iter 21 EPE = 2.919
Iter 22 EPE = 3.296
Iter 23 EPE = 2.759
Iter 24 EPE = 2.803
Iter 25 EPE = 2.812
Iter 26 EPE = 4.513
Iter 27 EPE = 3.683
Iter 28 EPE = 2.940
Iter 29 EPE = 2.347
Iter 30 EPE = 2.904
Iter 31 EPE = 2.412
Iter 32 EPE = 2.727
Iter 33 EPE = 5.963
Iter 34 EPE = 4.939
Iter 35 EPE = 3.707
Iter 36 EPE = 3.333
Iter 37 EPE = 5.444
Iter 38 EPE = 2.888
Iter 39 EPE = 2.860
Iter 40 EPE = 3.540
Iter 41 EPE = 3.557
Iter 42 EPE = 2.321
Iter 43 EPE = 3.624
Iter 44 EPE = 4.043
Iter 45 EPE = 3.106
Iter 46 EPE = 2.590
Iter 47 EPE = 3.263
Iter 48 EPE = 3.372
Iter 49 EPE = 4.727
Iter 50 EPE = 5.000
Iter 51 EPE = 6.292
Iter 52 EPE = 2.763
Iter 53 EPE = 2.875
Iter 54 EPE = 5.515
Iter 55 EPE = 4.015
Iter 56 EPE = 2.149
Iter 57 EPE = 3.717
Iter 58 EPE = 3.065
Iter 59 EPE = 3.712
Iter 60 EPE = 2.584
Iter 61 EPE = 3.210
Iter 62 EPE = 3.201
Iter 63 EPE = 4.034
Iter 64 EPE = 2.745
Iter 65 EPE = 5.060
Iter 66 EPE = 3.032
Iter 67 EPE = 4.753
Iter 68 EPE = 5.419
Iter 69 EPE = 4.064
Iter 70 EPE = 3.321
Iter 71 EPE = 3.347
Iter 72 EPE = 5.218
Iter 73 EPE = 2.694
Iter 74 EPE = 3.307
Iter 75 EPE = 3.993
Iter 76 EPE = 3.346
Iter 77 EPE = 2.295
Iter 78 EPE = 3.384
Iter 79 EPE = 3.523
Iter 80 EPE = 4.285
Iter 81 EPE = 6.801
Iter 82 EPE = 4.840
Iter 83 EPE = 3.744
Iter 84 EPE = 4.504
Iter 85 EPE = 3.466
Iter 86 EPE = 4.663
Iter 87 EPE = 2.940
Iter 88 EPE = 3.789
Iter 89 EPE = 1.870
Iter 90 EPE = 3.359
Iter 91 EPE = 5.769
Iter 92 EPE = 3.667
Iter 93 EPE = 3.273
Iter 94 EPE = 3.349
Iter 95 EPE = 3.533
Iter 96 EPE = 2.762
Iter 97 EPE = 2.637
Iter 98 EPE = 2.834
Iter 99 EPE = 2.642
Iter 100 EPE = 2.657
Iter 101 EPE = 2.743
Iter 102 EPE = 3.504
Iter 103 EPE = 2.615
Iter 104 EPE = 3.746
Iter 105 EPE = 1.972
Iter 106 EPE = 2.177
Iter 107 EPE = 2.346
Iter 108 EPE = 3.031
Iter 109 EPE = 3.240
Iter 110 EPE = 3.843
Iter 111 EPE = 4.890
Iter 112 EPE = 2.391
Iter 113 EPE = 2.953
Iter 114 EPE = 4.155
Iter 115 EPE = 3.287
Iter 116 EPE = 3.359
Iter 117 EPE = 1.940
Iter 118 EPE = 5.483
Iter 119 EPE = 3.237
Iter 120 EPE = 5.574
Iter 121 EPE = 3.811
Iter 122 EPE = 3.078
Iter 123 EPE = 3.092
Iter 124 EPE = 3.260
Iter 125 EPE = 2.124
Iter 126 EPE = 2.611
Iter 127 EPE = 2.539
Iter 128 EPE = 2.526
Iter 129 EPE = 3.039
Iter 130 EPE = 4.572
Iter 131 EPE = 3.263
Iter 132 EPE = 3.671
Iter 133 EPE = 3.133
Iter 134 EPE = 2.621
Iter 135 EPE = 6.837
Iter 136 EPE = 2.604
Iter 137 EPE = 3.347
Iter 138 EPE = 3.867
Iter 139 EPE = 2.276
Iter 140 EPE = 2.668
Iter 141 EPE = 2.010
Iter 142 EPE = 3.953
Iter 143 EPE = 7.943
Iter 144 EPE = 4.300
Iter 145 EPE = 3.099
Iter 146 EPE = 3.439
Iter 147 EPE = 4.822
Iter 148 EPE = 3.543
Iter 149 EPE = 3.155
Iter 150 EPE = 3.586
Iter 151 EPE = 2.833
Iter 152 EPE = 3.083
Iter 153 EPE = 2.612
Iter 154 EPE = 2.586
Iter 155 EPE = 6.167
Iter 156 EPE = 2.774
Iter 157 EPE = 2.171
Iter 158 EPE = 3.475
Iter 159 EPE = 4.815
Iter 160 EPE = 4.422
Iter 161 EPE = 5.595
Iter 162 EPE = 4.510
Iter 163 EPE = 3.533
Iter 164 EPE = 5.368
Iter 165 EPE = 5.260
Iter 166 EPE = 3.360
Iter 167 EPE = 2.809
Iter 168 EPE = 4.475
Iter 169 EPE = 4.305
Iter 170 EPE = 2.460
Iter 171 EPE = 2.387
Iter 172 EPE = 2.296
Iter 173 EPE = 2.566
Iter 174 EPE = 5.215
Iter 175 EPE = 4.353
Iter 176 EPE = 4.908
Iter 177 EPE = 5.883
Iter 178 EPE = 4.805
Iter 179 EPE = 1.995
Iter 180 EPE = 4.157
Iter 181 EPE = 4.505
Iter 182 EPE = 4.126
Iter 183 EPE = 2.575
Iter 184 EPE = 1.887
Iter 185 EPE = 2.803
Iter 186 EPE = 3.419
Iter 187 EPE = 2.744
Iter 188 EPE = 4.779
Iter 189 EPE = 3.610
Iter 190 EPE = 3.358
Iter 191 EPE = 2.806
Iter 192 EPE = 2.811
Iter 193 EPE = 3.312
Iter 194 EPE = 2.747
Iter 195 EPE = 2.665
Iter 196 EPE = 2.255
Iter 197 EPE = 2.916
Iter 198 EPE = 4.123
Iter 199 EPE = 4.342
Iter 200 EPE = 4.086
Iter 201 EPE = 3.029
Iter 202 EPE = 3.492
Iter 203 EPE = 3.445
Iter 204 EPE = 2.408
Iter 205 EPE = 3.417
Iter 206 EPE = 3.930
Iter 207 EPE = 2.913
Iter 208 EPE = 2.725
Iter 209 EPE = 3.480
Iter 210 EPE = 4.318
Iter 211 EPE = 3.041
Iter 212 EPE = 3.041
Iter 213 EPE = 3.164
Iter 214 EPE = 3.304
Iter 215 EPE = 1.784
Iter 216 EPE = 2.577
Iter 217 EPE = 3.239
Iter 218 EPE = 2.959
Iter 219 EPE = 3.215
Iter 220 EPE = 2.987
Iter 221 EPE = 3.352
Iter 222 EPE = 2.088
Iter 223 EPE = 2.675
Iter 224 EPE = 4.372
Iter 225 EPE = 3.206
Iter 226 EPE = 2.362
Iter 227 EPE = 2.488
Iter 228 EPE = 2.452
Iter 229 EPE = 2.470
Iter 230 EPE = 2.860
Iter 231 EPE = 3.584
Iter 232 EPE = 3.253
Iter 233 EPE = 2.519
Iter 234 EPE = 4.482
Iter 235 EPE = 2.028
Iter 236 EPE = 2.225
Iter 237 EPE = 3.488
Iter 238 EPE = 4.489
Iter 239 EPE = 4.077
Iter 240 EPE = 3.516
Iter 241 EPE = 3.984
Iter 242 EPE = 3.609
Iter 243 EPE = 4.240
Iter 244 EPE = 4.014
Iter 245 EPE = 3.089
Iter 246 EPE = 3.003
Iter 247 EPE = 2.929
Iter 248 EPE = 3.035
Iter 249 EPE = 4.534
Iter 250 EPE = 3.356
Iter 251 EPE = 4.715
Iter 252 EPE = 3.381
Iter 253 EPE = 3.129
Iter 254 EPE = 2.983
Iter 255 EPE = 2.626
Iter 256 EPE = 4.911
Iter 257 EPE = 2.750
Iter 258 EPE = 3.309
Iter 259 EPE = 4.698
Iter 260 EPE = 3.410
Iter 261 EPE = 4.407
Iter 262 EPE = 3.489
Iter 263 EPE = 3.274
Iter 264 EPE = 3.166
Iter 265 EPE = 2.976
Iter 266 EPE = 2.498
Iter 267 EPE = 3.943
Iter 268 EPE = 2.792
Iter 269 EPE = 2.975
Iter 270 EPE = 4.307
Iter 271 EPE = 3.812
Iter 272 EPE = 3.936
Iter 273 EPE = 4.781
average test EPE = 3.496

Process finished with exit code 0
